221;1;Les Canons du 18 mars;Casterman;2-203-39927-9;cridupeuplecouv01_6697.jpg;76;2;slug
222;3;Les heures sanglantes;Casterman;2-203-39930-9;cridupeuplecouv03_28933.jpg;74;5;slug
223;2;L'espoir assassiné;Casterman;2-203-39929-5;cridupeuplecouv02_22778.jpg;84;6;slug
224;4;Le testament des ruines;Casterman;2-203-39931-7;cridupeuplecouv04_39428.jpg;74;7;slug
225;NULL;Guerre éternelle;Dupuis;2-8001-2640-X;guerreeternelle_int.jpg;165;1;slug
226;14;La machination Voronov;Blake et Mortimer;2-87097-052-8;blakeetmortimereditionbmcouv14.JPG;62;2;slug
227;NULL;Le voyage en Italie;Dupuis;2-8001-3166-7;voyageenitalieint.jpg;96;3;slug
228;NULL;Zélie Nord - Sud;Le Lombard;978-2-8036-2400-3;ZelieNordSuda_03062008_200452.jpg;44;2;slug
229;1;Tome 1;Dupuis;2-8001-2870-4;sursiscouv01b_30562.jpg;52;1;slug
230;2;Tome 2;Dupuis;2-8001-2598-5;sursiscouv02a_30561.jpg;54;5;slug
231;NULL;Intégrale;Glénat;2-7234-4042-7;gilsaintandreint_bel.jpg;135;3;slug
232;NULL;Le cahier bleu;Casterman;2-203-39103-0;cahierbleu01a.jpg;68;4;slug
233;NULL;Un peu de fumée bleue;Dupuis;2-8001-2973-5;unpeudefumeebleucouv.jpg;76;5;slug
234;NULL;Le long voyage de Léna;Dargaud;2-205-05743-X;LongVoyageDeLenaLe_04092006.jpg;54;6;slug
235;NULL;Après la pluie;Casterman;2-203-38906-0;apreslapluie.jpg;52;7;slug
236;1;Le vol du corbeau - 1;Dupuis;2-8001-3141-1;volducorbeau01.JPG;54;4;slug
237;2;Le vol du corbeau - 2;Dupuis;2-8001-3376-7;VolDuCorbeauLe02.jpg;54;3;slug
238;NULL;Pilules Bleues;Atrabile;2-9700165-6-7;pilulesbleuesco.jpg;190;7;slug
239;1;Persepolis 1;L'Association;2-84414-058-0;persepolis01.jpg;69;5;slug
240;2;Persepolis 2;L'Association;2-84414-079-3;persepolis02.jpg;100;4;slug
241;3;Persepolis 3;L'Association;2-84414-104-8;Persepolis03_08092002.jpg;92;2;slug
242;4;Persepolis 4;L'Association;2-84414-137-4;persepolis04_19092003.jpg;100;5;slug
243;NULL;Poulet aux prunes;L'Association;2-84414-159-5;PouletAuxPrunes_13102004.jpg;NULL;1;slug
244;1;Premier Tome;Les Humanoïdes Associés;2-7316-1312-2;bibendumceleste01a.jpg;60;1;slug
245;2;Deuxième tome;Les Humanoïdes Associés;2-7316-1367-X;BibendumCelesteLe02EO.jpg;60;4;slug
246;3;Troisième tome;Les Humanoïdes Associés;2-7316-1451-X;BibendumCelesteLe03EO.jpg;67;2;slug
247;NULL;Foligatto;Les Humanoïdes Associés;2-7316-1334-3;Foligatto1998.jpg;60;3;slug
248;1;Transports amoureux;Dupuis;2-8001-3625-1;Salvatore01.jpg;46;4;slug
